Product_ID,Production_Date,PublicKey,PrivateKey,Seed,RandomSecret,TransactionHash,Transporter,Sales_Channel,City,Sale_Date,Sale_Price,Lot_Number,Return_Frequency,Date,Traffic_Conditions,Supply_Chain_Disruptions,Weather_Conditions,Counterfeit
d1c291b5-f719-4b3c-98e9-93adad920537,2021-06-05,537927,727845,133514,35b8cd3bd992aee61d5624b43409421cc80feeebfddb4d0ca1ac7692dc2a7797,d2e4c6612abe4579445371b1e919acf0ede2b0c0ec9d18b77c21d09b0d2bbea3,Logistica Italia,Amazon Italia,Parma,2024-03-29,235.77,Lot-188,0,2023-06-03,Medium,Yes,Cloudy,1
c38a2271-8e28-41c9-9c5b-8b79057b27a5,2021-06-18,369054,179669,539670,55df455d7f924fcbd793785c3038216b0fb51b294a928927bfa980157339b160,c2ff1adbe45ceecba12f2344bc5c87a2ce2518b9baf00c99604ef7464dc9b3f0,InterCity Courier,Amazon Italia,Milano,2023-06-12,209.89,Lot-167,0,2023-08-15,High,Yes,Cloudy,1
b5efd97c-edc8-4812-b737-d9620188e55c,2021-07-06,143613,111101,625485,3e9db3b73a92376352a8ca43bd608587a5a4cc83bd05b8426baa3ef00d529513,e082f2c1f8416109bd019c19a75bd01f2f769e5c7a9aa317267748ade2c827f5,Direct Logistics,Amazon Italia,Torino,2023-01-25,288.42,Lot-138,0,2022-07-04,Low,No,Sunny,1
f4214837-c8ad-439f-9c4f-4787624fb3bd,2021-07-12,357593,659340,713200,0388fecc1ca97616c9695f991fd999f156d08bbd60d9aa3d6894ec3b9481ae5a,7b60d082609d6f9c65ddce57820b19fe95c7e19ffd8bd079d066e430f9b317c4,National Cargo,Amazon Italia,Padova,2024-01-26,279.33,Lot-129,0,2023-06-29,Low,Yes,Rainy,1
7045a33c-a0a4-4331-9f9e-82b6a0898fcf,2021-07-19,690487,661664,470917,4c479ada6855c8d7f547ec81a70776fbb3daa4ac1d5e4c6986ac7d9336dd9a5a,f454401a5035c114080d1f369037a375208bb061ea3cbda3a7cfd5a56e237c91,Logistica Italia,Amazon Italia,Genova,2023-11-15,236.28,Lot-109,1,2022-08-25,High,No,Sunny,1
55011afb-b6a1-4ab8-9370-f32fc0288578,2021-07-20,112807,735233,754385,12b0858f51f34aec24118cb072a2679a37adce879b5d1174bdd47861dddd5ac2,288c639259ce97bda170b5107aa8f7899fee80ff1fe28e062ec7720d736e705e,Logistica Italia,Amazon Italia,Bologna,2023-05-21,197.18,Lot-120,1,2024-04-11,Medium,Yes,Cloudy,1
f8c0aced-3505-49cb-a60b-c3c56d143a32,2021-07-21,731183,48200,363776,8898faa4758df837452f96aaa05308097e053a38ee72386e9ac85b630b7e8282,3205ad505ae0af4514ea498c4e9f1588bbd43418fc8570a1e1e81aa7a5120616,National Cargo,Amazon Italia,Milano,2023-06-26,219.42,Lot-178,1,2022-12-17,Low,Yes,Sunny,1
2378dbee-347c-4c2f-82b7-5de500474ea3,2021-07-27,612818,628710,919991,117a698f6f1a40bc7f84cee65fab45dc554b8eb8f5151d71a439db1551f5559b,20bc992b854f545f1d34d7115698dc304fe15d0001e2fc2a43dd699efa7031e6,Quick Ship,Amazon Italia,Napoli,2022-09-08,234.6,Lot-141,1,2023-08-15,Low,No,Rainy,1
23d8e561-5af3-4f23-b898-0b692b4fae6f,2021-08-04,674368,721374,780197,e6d81fd083944ae25f26285a827eeaaacb4c55a3a4183c034ee615247ad703da,24ab7a4d74ab4cd2676fab4d707507c0b15c811b86bc4f999110c236c3cc525b,RapidWay Trans,Amazon Italia,Milano,2023-12-13,241.03,Lot-107,1,2022-10-18,Medium,Yes,Sunny,1
0ebce6ac-d052-496a-b2ef-42165348673d,2021-08-18,817117,645717,260960,5e48a4433fc0a16293a8269efebe517eea2ac1901bd443ed9bdf3fd9370363ba,c1e95f8bf2a25d7112114f86009c63ef61b3781a0cd5a341501d1800ed0a80fd,RapidWay Trans,Amazon Italia,Parma,2023-02-11,262.72,Lot-188,0,2022-06-28,High,Yes,Sunny,1
1a46c42a-0d30-483c-95f9-edc61da1e265,2021-09-10,217920,442779,379445,71038d84d53b8860fb3c8022e1ac0b9aed27ba1cca47de69e40abe765d120c4c,3598e33b72c3b26cd44a14064eec8911800575d19ad7b47f65dedb4520963f34,Global Move,Amazon Italia,Bologna,2022-05-25,255.66,Lot-124,1,2022-12-17,Medium,Yes,Cloudy,1
254b093c-0949-4080-a29d-0fae686b773b,2021-09-18,366707,12559,772553,453160653d2a5e2614d193aadf41296334b06c3c041120da7cc77575e6e1d41a,56aea2acf222be05c1b3cf6067efb8f67ea5db6f369111c9d8662acbc2a85702,National Cargo,Amazon Italia,Venezia,2023-12-10,189.88,Lot-131,1,2023-05-10,Low,Yes,Cloudy,1
85f5b8d7-42ef-4dd6-a0f5-d93ed14dbb54,2021-09-19,337877,16085,243969,c11820e6c4c90dcaccfa6f4e9661c2a88387f4e481665d3597dec04d105302dd,0c74d286c80de4a44402189235ee7e853fea37a50eb5e5887cc1024a94b5da7b,InterCity Courier,Amazon Italia,Padova,2023-05-23,152.03,Lot-155,1,2023-10-28,Low,No,Sunny,1
fc027e08-6508-4075-ba20-1cdf2961c899,2021-10-15,567169,198772,491968,31bb9d459b1114800e9649d32944ccc02a76eb94ccc1caf5f45912a67d30681e,789bf5144a4992bca2b3347a7d48eaf03e1836fd1cb8d0fca8544043e7f8abb5,Quick Ship,Amazon Italia,Venezia,2022-06-10,254.1,Lot-140,1,2022-12-28,Medium,No,Rainy,1
bd69f76a-685b-4453-832c-cd61f1fff796,2021-10-25,739581,860710,945138,f4b0c22955a43912a962595ecd5638f6f172cdbc7e3efd0bb4f50e704300b9d5,a35b1f34195b91de27de714fafbace6bf5fe281585cd51a049ed19842a6760f2,National Cargo,Amazon Italia,Genova,2023-02-25,259.27,Lot-141,1,2023-06-27,High,No,Rainy,1
1442ef4a-9eed-4e15-a97b-a41791fbb9b8,2021-10-26,87983,836703,378872,e0f2b6f8188324e632f1066e45614ecde4774298eb4f00fa07d5c977f1a97948,c052a55e8ce3d56ad48d411b8c50f0af469459d130eae71cd0c6f9e2a1293c20,Quick Ship,Amazon Italia,Verona,2022-09-23,257.71,Lot-127,0,2024-02-11,High,No,Rainy,1
346fa0ce-9a2c-4fc9-9229-4f26b2352353,2021-11-05,483919,483253,424673,a56f07801eb9e13f262a73f0c4a0fd3aeef18321dbd0f8dc7e66ca49353592cc,abc1ac5db2ab4e99cbb53c03b0523f1ae16832c0a83e573c5bff90fb32db459c,Logistica Italia,Amazon Italia,Parma,2023-09-01,212.43,Lot-149,1,2023-11-14,Medium,Yes,Rainy,1
f430b5c9-2e59-441d-944f-a8666858afe5,2021-11-15,658161,379064,228045,18e65b99f3a3942fde184ae9c7017775294a1e997ef958e8fbac90199b628988,5329a126bfa516c617f142ce13f308d779660d9d30060b48979798721cdb0b88,Euro Transport,Amazon Italia,Genova,2023-08-05,266.83,Lot-132,0,2024-03-09,Low,No,Sunny,1
d2327fce-38f6-4e02-bb03-3d821a90ab8d,2021-12-06,252644,604472,783093,ca6c9ccde101fff61bca1fbbc7d225954697aab76974d06a81e44197f3d5eed3,66df88ad69c569ab3e8775bff057673673307a1785a14950444787b745a1c0f3,InterCity Courier,Amazon Italia,Parma,2024-03-13,285.75,Lot-184,1,2023-11-14,Medium,Yes,Rainy,1
1362bfff-5bb7-4e58-918f-661e40f40725,2021-12-10,590569,243321,497356,a1bca7993fb3efa92f915e980d3e2b3ae71be1e6a324b56e470044fbffbda5d7,e85e95f0243996392081d1704138609d08a67d0f150e1a9c915acb382fe05293,Quick Ship,Amazon Italia,Bologna,2023-01-13,331.71,Lot-137,0,2023-09-16,High,Yes,Rainy,1
26899351-bfd1-41fe-9468-c9995795078e,2021-12-12,368130,341385,691367,3f9e130d59db3a24560d9268e283d0f145faf9a3d650f42bb3445f1ba43d79e6,1db5e954fa25c7bb23e35cb8e59a6490d834791f2a19de8bed6fa5355ce91c81,Direct Logistics,Amazon Italia,Roma,2022-10-31,195.04,Lot-140,0,2022-05-06,Medium,No,Sunny,1
318e726a-6727-49bc-b2e8-483d94fcea80,2021-12-19,459114,765945,500244,75713165f186e0fc3dd68c7e9a3a67b40fe3b52df2231cf27316ee41a05b95e4,78a2f1bfcc6f6d2703742b35c30d4581a9462a6e603b421afbff99e21f8d091c,Euro Transport,Amazon Italia,Firenze,2023-05-11,277.24,Lot-185,0,2022-12-09,High,Yes,Cloudy,1
b16028e2-badd-4f4a-96ba-eb4c48648962,2021-12-21,438358,222862,884334,152956537a89c083155cc3a327ca9ebe1890d57722559e927b2fcf7938b2321d,1b310362f3840fcd8d01b8b22136f9aecffe946a5da6d86d1e4ebbf1f9dc5746,InterCity Courier,Amazon Italia,Verona,2023-04-02,273.84,Lot-135,1,2022-11-06,High,No,Cloudy,1
ea5a84e3-c053-449c-bfe8-c96c8f1f8be2,2021-12-27,1519,680932,647241,f92d78d1c296804ed27e3fb7e7e5020fa4d1a77b1d98da00c8b5fba492606127,688f3616b2abe83d0b9d2832d6465eaf208e35b0786d2c1d9a0bac83262a5da1,Global Move,Amazon Italia,Bologna,2024-03-15,236.17,Lot-176,1,2023-06-30,Medium,No,Rainy,1
d19b2a10-a7ee-4c6c-9a64-edb554b9e0be,2021-12-30,488943,251804,773252,51a9ada903caad5cd2160dab1b2218436c53e664d6321481a8f89c478f8594ed,20d3ebfc1e414a11bc4de1667c9862e54a35b81cb0457116d3863a4a66479270,Logistica Italia,Amazon Italia,Torino,2023-03-11,289.31,Lot-140,1,2024-04-28,Medium,Yes,Sunny,1
7dc50b55-d179-4649-83ab-fd7f3b2bd4ba,2022-01-04,591405,267133,185025,898a76bb63b1db2baf2c0e33c918cf7ba8e1503b65613a1696b1f2abd75cfb54,a8cd4ecbb8f218b5380d8a11fdc34b85163bec47566b146f44bf8004b2bdd6a2,Quick Ship,Amazon Italia,Verona,2024-04-01,304.39,Lot-105,0,2023-04-14,Medium,No,Cloudy,1
5b5704f6-4e59-4f80-bdd8-e71a85994510,2022-01-07,811947,393172,782356,b582087cdafcb3396a3beed54518191829e6b60acffae065be53363567a5f16e,d0cded79f8e2b50fec03fa36a1beaf42abaf152a5866c29f4cfd76259daec3e3,Logistica Italia,Amazon Italia,Palermo,2022-10-18,284.29,Lot-157,0,2023-03-18,Medium,Yes,Rainy,1
5267e121-559c-47c3-8ea2-72cb0c5bedb8,2022-01-16,371368,123465,164162,dc5ea419672ea6d2eda6ccc84ee7245f13e21a4b7cbf30026f10e3cf7882fb50,1bb63f5686543d90fb1fbbf06c3b3187af5c768460b5449fb850bcecbedae762,National Cargo,Amazon Italia,Verona,2023-06-08,257.78,Lot-132,1,2023-08-16,Medium,Yes,Sunny,1
d2f1a22e-3226-44c6-b409-0725ceeb6b22,2022-02-05,964518,393626,330360,7d3ad50a1eac48bb08285929f9260c825cf9580fcf9acd4212bc28676522c252,e2cd0ed954d3d7351cd224c4050584c1acaaa8b8f78a4ff4cf609a9b5cbcdebb,Euro Transport,Amazon Italia,Milano,2024-02-22,198.1,Lot-175,1,2023-01-20,Medium,Yes,Cloudy,1
2c6d53fd-fe84-4bd8-af86-59f60540ef5f,2022-02-14,811519,525776,469510,31909c621edc85776ca84cd746ede45fd1342f705a6259cbfb35f50657ec217f,27ab59a512b2010750a118bd55531d251ce7a86238c73d035ce8d5ecd2b928e0,InterCity Courier,Amazon Italia,Venezia,2023-01-16,205.66,Lot-178,0,2023-11-10,Low,Yes,Cloudy,1
5cfd080b-db4a-4c1a-a449-4d0955937b40,2022-02-23,238601,494235,173684,18ca9dca5ef45b62367ec5224f07d5b0619e15fb7253dd7c6ffffa66323b4143,17b70114c78632138148d74107c43759bd86d4c1b756b6c347a8d140f5b5e815,RapidWay Trans,Amazon Italia,Palermo,2024-03-25,219.22,Lot-192,1,2022-10-14,Low,Yes,Sunny,1
e3a43c9a-a58b-4719-a3d2-91f4265afc41,2022-02-28,997994,111606,237902,7c1f7b4bb34b361193e8cfef7df98b8f4817046e3463e871354969fe681f6a47,ae49f013ccfae24738a361f52e8a53b7c40829c6e127d49408529ab4d3d3241c,InterCity Courier,Amazon Italia,Genova,2022-08-19,240.92,Lot-162,1,2023-03-07,High,No,Sunny,1
e184e71b-2650-4ed2-9172-9cd6b53d271f,2022-03-08,415010,873636,528088,ba4fbf1daa718b0cdb9003790c3a01bc69abe85cd94246c51ec7f7aea1bce47c,190590f24874dfa23239a162ee5a111ab5df6d1fe72533fe2fb78d1ea7021f6d,Quick Ship,Amazon Italia,Napoli,2023-09-28,258.41,Lot-100,1,2024-04-05,High,No,Rainy,1
6ee6da4d-eef1-4d7a-a1b7-e1cba2629b72,2022-03-24,35679,82860,539892,33f5f701b2c4e8ed9563e335de73a35a3b6644bd1d15969732e30943ee533405,c1df62efcadfb7cdce5f3d0588299609a3d8af432d5d1434e896cd99e97f30b5,Euro Transport,Amazon Italia,Napoli,2023-02-27,205.31,Lot-179,1,2022-08-03,Low,Yes,Cloudy,1
0297ed04-3771-455f-b742-f3e43ff65aae,2022-03-29,502159,285263,375618,63973bf4d2ed7a0b10286d98fc7901246d9dc26a2379804dd9f98be164e62c90,b2a54d4119307689546b8767dd0694bc1c8ce6d7471e00322a8854114d83c1a4,Global Move,Amazon Italia,Firenze,2022-09-11,280.94,Lot-107,0,2023-07-16,Medium,Yes,Sunny,1
7ee40d39-ffc7-4b84-98a2-e90f9882fd78,2022-04-09,244255,302569,246874,8eaa75fb14c2620e564bc66f3cee55aaff8df6cdabcb132e0b5082eb7c71b012,1c647a70e76a7d5422ec4d9de83aeebaca44b68affe2e155686db3bc594e318d,National Cargo,Amazon Italia,Napoli,2023-03-28,332.38,Lot-117,0,2023-09-04,Low,Yes,Sunny,1
5ffda71f-3118-412e-ae6d-f77706a2320c,2022-04-15,506404,168149,143665,41f1db76d779629bba6e093899c3af9cae50e30f0035bf9e75a31627bd00c110,0a2b87703add5572e6039519a9c38ddeb1778fdcd95fad86e76e851dc1d3a035,Global Move,Amazon Italia,Napoli,2022-05-11,194.64,Lot-117,0,2023-05-12,Medium,Yes,Cloudy,1
15dc2781-2df5-4389-9218-fbab9916d584,2022-05-01,821019,252736,659228,871742186c9cb96261bea55192b4140de6ae7f4949a577988c87e8eb3a4a6b65,bd2bd92ff0add696b0f7ff8acdbbe34bd17627b0bc90ff4f6048935a1b0a47b3,InterCity Courier,Amazon Italia,Milano,2024-02-16,333.41,Lot-107,0,2022-05-14,High,Yes,Rainy,1
9436ee20-d7a8-4d20-a274-11cbc0d4ead7,2022-05-02,306710,351203,733729,4f5c4fcf0d9e5fe0104b0f2df528efc521ff76dbfead7c5632f9351677ead3bf,779f549451b5fe364a4903b09b245f88db83eaf40a469b8a5701a507ca059e30,Quick Ship,Amazon Italia,Roma,2023-09-12,212.84,Lot-195,0,2023-04-15,Medium,No,Sunny,1
f4f62387-8403-4ef2-9db5-2f15ccfee244,2022-05-09,199510,688798,889195,e35e9bd7d889da262dda5caa58f39bee8ad53d1191b965a8f1d452a173ae3dc9,00ee92c98808119f275d29dd3d13d8d2aeb7d6dba8542156f2f064c5dd5b6fb1,Direct Logistics,Amazon Italia,Genova,2023-05-10,256.02,Lot-142,0,2024-03-14,Low,No,Rainy,1
6ca844fe-3701-44c4-b3a1-198ad87f1264,2022-05-13,864605,425305,655254,a3aacb27fb79ab488fb658fd6ef83eeaaa13ba5f12c74c161749b209515e6253,ff614bff3a10a535ce79dc30032a1dc7bf9fde7dfe3fd44b4a8b66c236199f53,Direct Logistics,Amazon Italia,Verona,2022-10-01,182.61,Lot-166,0,2024-04-02,Low,No,Cloudy,1
2b28351b-21fa-4d29-8a8e-7a2dee4a7c05,2022-05-16,397264,638165,147722,17d448b29af3b893625f4459dcff7b0460d25e3cc69d4fb4c96aa532beaa893a,4acade5d9a4e9ef095a84c3fa13cfbe59fe79f37a9e7099f20c2090a8b76d8e6,Direct Logistics,Amazon Italia,Padova,2023-02-03,215.75,Lot-188,1,2023-07-30,Low,No,Rainy,1
c7941029-7642-4bfe-ba2e-100cb9e3239f,2022-05-20,73643,617395,687834,47bb0cb18b1ddb3e3a9add5376a3cbc2849519320dbd164472d054432d318f2b,def917db60f5b5dc0d0e6fc89e32c47745136dcde37f8b7ca232982bb3280b8f,Euro Transport,Amazon Italia,Firenze,2023-03-22,224.86,Lot-144,0,2022-09-11,Medium,Yes,Rainy,1
682d751a-2ce5-4c46-82c3-29458fb53a58,2022-05-29,275043,104894,399477,0c79ef3f55fb5caac22a15449e3ae4551e0e9f446dd585aea47de0d4aa63e3ed,d91c77851eabb5650f1a40b39f12a5f705dc1bb75b4078ce89cc298d92f743d2,Direct Logistics,Amazon Italia,Palermo,2023-12-15,281.27,Lot-163,0,2023-09-19,High,No,Rainy,1
14d2fc1c-8f1d-43b8-b372-291fe44401fe,2022-05-30,43368,607460,503982,a11e3e42f0bc985437b27cab533709cb6af885ceb9656fba6d00c748e8d502a3,1668541f0d19a10921889ae9e01978e92037842ca6e176c890cca1b68823f4b1,RapidWay Trans,Amazon Italia,Padova,2022-09-15,214.84,Lot-166,0,2023-08-07,Low,Yes,Sunny,1
ea6fac41-ca05-491e-ab88-975f230be85e,2022-06-01,148007,138228,874689,f7a7de3b788af816fdb8193542750f239909ce8c0b79bc3e8e85cf5e4fbf9231,7594512e3a82e5a9afd61a816d1cbbe3f61909df49faeebccb1676d4f6e49548,National Cargo,Amazon Italia,Torino,2022-08-26,217.24,Lot-186,0,2022-06-16,High,Yes,Sunny,1
f08de4bd-1989-4c1e-ac0e-9ccc35f57c11,2022-06-04,19956,416373,426144,1f9a08d0b8d4918bf77329f2ca45ac7ea23c25f496cf3d0ead8bb122fd968750,aeb1a6ae12ba4408f6d0d3abe6bd1be214fc7f92aff01d53657e3f8aa0524096,Euro Transport,Amazon Italia,Napoli,2024-02-24,300.94,Lot-133,1,2023-07-21,Low,No,Rainy,1
6676c54d-4bb5-4462-8bd9-042d2929c304,2022-06-23,990388,534121,893476,2a0470924f7cea28a04fa52146e153476d7a29915d8995df117c98306a800eec,1778a94c05945fd7df7d0df5f5bc554242d5a19865984ab823e18e646521f9ca,Logistica Italia,Amazon Italia,Milano,2023-03-18,236.85,Lot-133,0,2023-02-04,Medium,No,Cloudy,1
a4dd3d34-8d7e-40ac-aa9b-cc3a3d07fd84,2022-06-25,87815,396161,443307,14357359ad8ebe9dfe5c1b0cdcc419e927602998b9e227007c729848d50c466c,3d3f2c4e597748c4d4425e6c8e6f0a1eb85517fa883cbf2658efab5fa4d51480,InterCity Courier,Amazon Italia,Genova,2022-12-16,236.35,Lot-123,0,2022-11-30,Medium,Yes,Sunny,1
4f997ddf-dc8e-41a9-8a2f-cc81dfad8885,2022-06-26,261431,676806,802077,6acdb68ae1ef7fe8e499ff9aee94a0182957210fae5aff5d4e8b9c1afde88706,d4f12ac3b87554031266e91d88641b5c7d58fb3d0b8c994c505c40cb18399a0f,National Cargo,Amazon Italia,Parma,2022-05-14,326.32,Lot-171,0,2023-09-19,Medium,No,Sunny,1
86fee0d1-59f2-498f-868d-7aaddfb5d1a1,2022-07-02,794201,22441,152560,ca7a3d890939c683219deaac2a0c6eadc9ff6d0242ce76ec48ae96474f7bafdf,e0935fc7891e1d9e76ef1523b285d32a22ceb832251fb3f456b3ded040065a61,Global Move,Amazon Italia,Bologna,2024-01-11,210.36,Lot-123,0,2023-06-21,Medium,No,Cloudy,1
c84e7428-7911-4fb9-b337-1771a6b95dd8,2022-07-04,818126,906287,730709,326a09fe949acac4850696c65f3aeb82bda896c094dc64af505f3648df8c3b3b,b5cb0804ddd84ce1a875eadb77a712f9d2e8e2ba833fbfa699c145ece74ddeb4,Quick Ship,Amazon Italia,Torino,2023-05-14,258.79,Lot-178,0,2023-11-16,Medium,No,Cloudy,1
577fe585-0dbb-4e03-a126-c86193c57968,2022-07-13,22599,221931,495976,4ec821a1ae0a0b2737100a596ee92a447342dfc4329e52899ccf305b3234dc3d,2a42d6b3ad14347e4144804599b0f88d3ab08b777f3534aed8a0e751a66f5738,Global Move,Amazon Italia,Bologna,2023-12-09,266.5,Lot-160,1,2022-06-23,Low,Yes,Rainy,1
98c27104-145e-4b50-8db9-aa212fdda99b,2022-07-29,23932,721266,652826,1f473ec326e4ea4a708e97f9e608bd0295a211312b59f843a44646ec76f10708,974b175205431924e538e8778981b9dd40cca1eec0afa0c57d87358bf7b380c9,Direct Logistics,Amazon Italia,Venezia,2023-08-26,172.98,Lot-108,0,2023-05-26,High,Yes,Sunny,1
491cf0c7-9020-4914-8fca-24b048336e4f,2022-08-03,390945,261452,557123,086e63bfe011edac6b769c0baa2ee3375a704731cb8ecf4f2edde8e365d54913,e26a7cd423e720d5b2677196da93a8911e597cc70a84fdc7e61eb322057a0339,Logistica Italia,Amazon Italia,Verona,2023-01-22,212.28,Lot-147,0,2023-02-06,High,Yes,Sunny,1
