Product_ID,Production_Date,PublicKey,PrivateKey,Seed,RandomSecret,TransactionHash,Transporter,Sales_Channel,City,Sale_Date,Sale_Price,Lot_Number,Return_Frequency,Counterfeit,Date,Traffic_Conditions,Supply_Chain_Disruptions,Weather_Conditions,Is_Counterfeit,Transporter_Risk,Sales_Channel_Risk,Predicted_Risk,Adjusted_Risk,Risk_Category
65d93303-9e1d-4448-a41c-d0dba989f335,2023-11-05,47600,991490,890289,2b2b7f8475647bff0b6def37ca6b9d63f71c4fcc373bbf932596cca9d965e36b,b452442d374edad4448c124d64d31098430065930c34883d3a6c13367a2bd69d,Direct Logistics,Boutique Milano,Genova,2022-12-13,288.27,Lot-112,2,0,2018-01-11,Heavy,No Disruption,Clear,0,0.2914572864321608,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
0146d9ea-f356-43c3-8f45-333920267937,2023-03-01,174739,348228,997615,51fd809c1bb196b0140626beee69cd04e97213385cb456636ac0e603fb511aaa,e4af518192f2a8b26cc322f42a9a2e4406b273a072061d2cf461b0b2e95ec4ba,Euro Transport,Boutique Milano,Venezia,2024-01-08,259.98,Lot-196,0,0,2018-01-12,Normal,No Disruption,Rainy,0,0.24645892351274787,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
12edf488-d81a-49ea-80f2-3b4497832c05,2023-02-14,634137,600325,992934,22a695a4db5d79d635309d804dd384f88f7b2de4701dec7bf9b1688efbd4e55e,283342f14f7539cbedad7d9a834db1062b55c6832ad503927fdb51d940f11407,National Cargo,Boutique Milano,Venezia,2022-06-21,238.71,Lot-105,0,0,2018-01-13,Normal,Technical Failure,Clear,0,0.26558265582655827,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
134f2d05-f48a-4edd-80db-3738ffcef481,2023-04-08,208708,989659,471576,f239b9f0b07df79f587bffe29555e1e406a8f66cbfbe2fcdcfd97ab40f3c7f87,1a2be285c3a1962c02d0ac7c89f0f76921c70d638906a613dc4c2a4502b088a2,Global Move,Boutique Milano,Venezia,2023-02-13,259.35,Lot-161,1,0,2018-01-14,Normal,No Disruption,Clear,0,0.2402088772845953,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
7c7f2852-c567-438f-880c-ea8ea8825e80,2023-04-12,854752,942968,845760,caaf4b4931c459a1cfbb77d1d997fbc9454bfaac898b1f2f8280c1578de664d8,597596f5a8b8a9a079a841270855dbf4fb8b3711db115ab061044c247329e97c,Logistica Italia,eBay,Parma,2024-02-23,261.79,Lot-173,0,0,2018-01-15,Heavy,No Disruption,Snowy,0,0.24479166666666666,0.2409972299168975,0.24479166666666666,0.24479166666666666,Rischio Basso
e38ccdb8-def9-4b7b-ab71-18ca4e5a2f8d,2023-05-02,586683,605858,269841,8443da638573dd2616c538ab6b546dfc1a1c870b65194d9bf40ec020e54e2f26,36cbcaa51069b4c787f70a2d6ac190b8825fa096b3e8de1176b87cae0db78c37,Logistica Italia,Local Market,Verona,2023-03-12,241.91,Lot-178,0,0,2018-01-16,Normal,No Disruption,Snowy,0,0.24479166666666666,0.2603092783505155,0.2603092783505155,0.2603092783505155,Rischio Basso
9bca045c-e4be-4850-9b67-e44bd24d342d,2023-01-25,757937,629541,746552,0fe0fb0ce110d25c9efdc277a4204bb75fa44ae9dd10ab7a79487c52fea2f161,f3e718509fc9b80a18ae925d2881ca73b4bb97112fa62eea4586863595299a9e,Logistica Italia,Boutique Milano,Bologna,2024-03-27,248.96,Lot-186,1,0,2018-01-17,Light,Natural Disaster,Clear,0,0.24479166666666666,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
61dbe9c4-11f4-47b4-be9e-8bf0f0f213eb,2023-06-08,223137,922398,323416,fa62bfb5033aada224ab819a343b7992b6d09a21addbdc9ebce7965dbab0001e,b0c47b1e23f9b75637793f618044d4b21b36c138a666fa822d094cee40565b05,Direct Logistics,Direct Sale,Firenze,2022-10-30,202.97,Lot-141,1,0,2018-01-18,Normal,No Disruption,Clear,0,0.2914572864321608,0.012096774193548387,0.2914572864321608,0.2914572864321608,Rischio Basso
c4c4a525-7019-4f45-a1ec-170639856b09,2023-06-03,251663,912421,956673,622915858cccc84d896ef942181ec1b51f6973cc31d22d205430d50914995d72,d2385d04ab7362428e7623ce621e3d719c401a30fe984e312e2a9ad0924438d9,RapidWay Trans,Boutique Milano,Padova,2023-04-30,333.01,Lot-181,0,0,2018-01-19,Heavy,No Disruption,Clear,0,0.2560386473429952,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
ee3de25d-7b11-4920-a2c4-ba3bf9a4112c,2023-08-24,469192,375337,928510,6f6ce870d6e0784afa1f2a9478561cf8732c8b2a6cc6b02aadd1e808edbc2723,a105d0665a5658c2db8bffc0c85358ef7af92638b570069c201429b3b782c3d7,National Cargo,Negozio di Roma,Bologna,2023-09-18,305.67,Lot-114,0,0,2018-01-20,Normal,Natural Disaster,Foggy,0,0.26558265582655827,0.27647058823529413,0.27647058823529413,0.27647058823529413,Rischio Basso
7fd67f3d-fffc-4c4e-b4e7-e6a19c3bddeb,2023-09-25,490040,153489,387208,9bfb7d4aa90001b36c322fc07b05534f186cfbadb4d65807392f47d09b7a00c4,d9ea8a38c47412c41ba0d4f287fafa1e319f4da17111383e9dc3cfaa6607caef,National Cargo,eBay,Genova,2023-03-12,303.67,Lot-181,0,0,2018-01-21,Normal,Natural Disaster,Clear,0,0.26558265582655827,0.2409972299168975,0.26558265582655827,0.26558265582655827,Rischio Basso
3be94fad-f2c6-44dc-b15e-abfe7f5de62d,2023-03-18,896511,66837,315612,a16bcc3af6373501012f92816827c7d530454ecf0289f53e2c86586bebfaebd1,6b54300ccfd06cdcaf30be7306972c996841364ce177e6790f11a145e1926355,Euro Transport,Amazon Italia,Padova,2022-07-12,218.98,Lot-167,0,0,2018-01-22,Heavy,Technical Failure,Foggy,0,0.24645892351274787,0.24875621890547264,0.24875621890547264,0.24875621890547264,Rischio Basso
f84f77aa-53b2-4e76-8d7c-d150e9ca1348,2023-05-17,433722,802880,328830,a09ca27e88099fce845561bb9be902cad4dc0ea5ea4d1bc57b92a6b59c8dc84b,7dc84a1dc57e4892b57dd4b2b6b24b9df07748c7ebf6d84b0213713ae6abc7af,National Cargo,Mall Outlet,Verona,2023-10-11,268.83,Lot-167,0,0,2018-01-23,Normal,No Disruption,Clear,0,0.26558265582655827,0.2647058823529412,0.26558265582655827,0.26558265582655827,Rischio Basso
92e50364-1f81-48b6-bc6f-eaeda8343974,2023-05-07,11748,67922,342367,02904524b3057ad98ad8079d0b849a05fcbcb64d6d5c8bc49f0eb78a264ebb94,ad0d5ed0008ba69a7454ffc4a9da680cd87626721b3c93abb2878fd60a335474,Euro Transport,Boutique Milano,Palermo,2023-05-22,256.64,Lot-160,0,0,2018-01-24,Normal,No Disruption,Clear,0,0.24645892351274787,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
1190192d-eaba-434b-87f3-0ad5df72788b,2023-02-08,233583,699670,863175,b0f86dab663d7aeded069a63b8b9662a3a27b208913b56f80fc25952433a035b,a9f4b8bdfea2c82df1af0c8e8d452a029b5d0b1cc9c5eba3c61399a95f301182,InterCity Courier,eBay,Napoli,2022-08-25,282.24,Lot-166,0,0,2018-01-25,Normal,No Disruption,Snowy,0,0.26409495548961426,0.2409972299168975,0.26409495548961426,0.26409495548961426,Rischio Basso
e3cadd4c-d99a-41eb-aa45-77dc424613fd,2023-03-23,164893,836417,103555,1c514a99b18b2c2d0128b5456aa8381eb050e29f7e960d001f48a46c1b496844,3cc7ae6ffba579c6e6556611dd7886ff1c64877aa8f043c8fdd86d29bf5963d3,Direct Logistics,Negozio di Roma,Milano,2023-04-21,292.82,Lot-121,0,0,2018-01-26,Normal,No Disruption,Clear,0,0.2914572864321608,0.27647058823529413,0.2914572864321608,0.2914572864321608,Rischio Basso
86e8691e-769d-49c0-ac73-c84d2f8d8cc0,2023-02-15,692295,328550,603949,a5a045be81d5320f9e34c08f52ad75539074ac5d652a1cfed6b345d8b593aa58,b1331dbed16b073fdc913508ea90b99e465130bd72468cc429c5b98cf87f4dc8,RapidWay Trans,Local Market,Parma,2023-01-31,166.65,Lot-112,0,0,2018-01-27,Heavy,No Disruption,Clear,0,0.2560386473429952,0.2603092783505155,0.2603092783505155,0.2603092783505155,Rischio Basso
8d132036-fbbd-465b-ad8f-01d6be0286a8,2023-01-22,476723,315545,416717,bbf6a2058a0646409cf4f91b7f63d3506d1fe2fc31633b7db53fe58da2fde0d0,8009ac905d7e7c6b3a4c9b7def4e93ffd0ac81f0c1247166b8a08fee5ead11ce,Global Move,Boutique Milano,Padova,2022-06-02,185.98,Lot-101,1,0,2018-01-28,Normal,No Disruption,Stormy,0,0.2402088772845953,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
9ebb31ec-7eea-4a08-af52-82cd91252e10,2023-08-10,807975,88138,910538,076eac22064c614d43b3fb14be7f3af810817977e99bdfaffbe366163e102b5b,b713993b6df31cdac51c9bf7b4e15eaa15139d1193b1a6789db42e7896ddb9d7,National Cargo,eBay,Genova,2023-01-05,202.41,Lot-144,0,0,2018-01-29,Normal,No Disruption,Clear,0,0.26558265582655827,0.2409972299168975,0.26558265582655827,0.26558265582655827,Rischio Basso
2c9ce999-c8b8-4b5d-8b65-1b40a583f1f4,2023-07-23,738852,503200,615666,bceda78ed4399e29eaa477f9cf50db7aad2061d7587ad738f4beda19fb0e91e4,bca6558740c53201e6e861e05788d92364d12e54244c4f286618da31e85ad24e,Euro Transport,eBay,Milano,2022-10-23,270.11,Lot-175,0,0,2018-01-30,Normal,No Disruption,Clear,0,0.24645892351274787,0.2409972299168975,0.24645892351274787,0.24645892351274787,Rischio Basso
1433ee74-51d4-4892-b092-333063716129,2023-02-10,388846,707630,779206,a11e099abbb7197a26ea912383805e1c5b49b1664dbef4819ed2ed3fcdc31ee5,40a06c5b7237e8c8ce4feb3fc05901d01258db400173da83d085b4b4a24fd605,Direct Logistics,Mall Outlet,Bologna,2023-04-08,251.19,Lot-118,0,0,2018-01-31,Normal,No Disruption,Clear,0,0.2914572864321608,0.2647058823529412,0.2914572864321608,0.2914572864321608,Rischio Basso
1fd29eff-a1a1-4890-a129-f277e1cde47d,2023-05-23,62993,190916,344134,4316f596e89c3cd5db41c01a3deaa1acd13b79ab9efebbce704689a03fbad8bc,2a75b3180c1c2ab3596c64fb5156add3060e4bad75f62b7bb025933f2cf89c5c,Global Move,Local Market,Padova,2022-12-22,234.65,Lot-113,0,0,2018-02-01,Light,No Disruption,Clear,0,0.2402088772845953,0.2603092783505155,0.2603092783505155,0.2603092783505155,Rischio Basso
23741cf2-5836-40ac-bf93-ee972e79ffba,2023-05-28,444087,750473,473308,2bcfd49619c1a6462528189b572fda97b8749a459275877abf3e7b1b27690836,3a6a97886afdc1da3f9efc37debdddd8766016824ff36d7ac1d37e3010d6f26d,Global Move,Online Shop,Genova,2024-04-06,292.22,Lot-191,2,0,2018-02-02,Normal,No Disruption,Snowy,0,0.2402088772845953,0.25129533678756477,0.25129533678756477,0.25129533678756477,Rischio Basso
810c216e-5829-4bdb-aac1-84841e9b1baa,2023-04-20,505829,728826,878770,4c4060df672c22458af8b8f36a9416bb4dbdcf342586a949944917fad4674ecf,51f37db3c9fa1f61785cb3f148df7ea2357426ae35f5584a872bc14919faed56,RapidWay Trans,Online Shop,Torino,2023-08-08,190.87,Lot-170,0,0,2018-02-03,Normal,No Disruption,Clear,0,0.2560386473429952,0.25129533678756477,0.2560386473429952,0.2560386473429952,Rischio Basso
01d1ad41-29a9-4fc6-9081-4f7519aa0431,2023-03-12,298916,658395,904980,3ba923d866dc0179c553ae99d7942c4ee9df6d30f5898e5f3e50221a899ebd3c,23f92208b451e88ec8a2beb61bfc6792423e82d8d53acb9297e9869af35dfc84,National Cargo,Boutique Milano,Genova,2023-08-07,288.37,Lot-198,0,0,2018-02-04,Normal,No Disruption,Clear,0,0.26558265582655827,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
0d1d7f15-9c54-4b6f-a527-a4fa65226592,2023-10-05,495168,307641,272899,0a23fd9c52f45c2bc9e5a8eb446c4c6d15524342438bde22df3cd5c8bf95cf1f,3f9a2b6a6b3d4dbd8862802c0bf8ed75d1d431e3e93b0c14f9c6c78bb5283774,Direct Logistics,Online Shop,Verona,2023-08-15,201.43,Lot-169,0,0,2018-02-05,Normal,No Disruption,Clear,0,0.2914572864321608,0.25129533678756477,0.2914572864321608,0.2914572864321608,Rischio Basso
50cef5c5-97ce-40ef-927f-daa38ab45657,2023-12-17,510027,262610,832134,97548dac5e0a8f6fa9aa3384efed89e9749b857bfcd84f1c6098568a1bcd1036,5d37f609d4bc19ae0b450660bc05199bb403d604c00c6162b5c0de20346cadca,Euro Transport,Online Shop,Padova,2022-07-23,296.93,Lot-168,2,0,2018-02-06,Heavy,No Disruption,Stormy,0,0.24645892351274787,0.25129533678756477,0.25129533678756477,0.25129533678756477,Rischio Basso
694b9eb7-bb85-49fa-9ac6-072a2acfa8f4,2023-07-05,757229,487963,562836,094095db57a9a26290379bfe00647d632ea36fce7f2f7bdea86553798c4a9348,4299600cd0a0a3a43dc44b1ca18ba8de4e270f1d152fef1ec89082a558950ce5,Quick Ship,Negozio di Roma,Padova,2023-11-21,185.24,Lot-163,2,0,2018-02-07,Normal,No Disruption,Clear,0,0.3342776203966006,0.27647058823529413,0.3342776203966006,0.3342776203966006,Rischio Medio
fe33f686-1884-43aa-b8d4-d036acdeb23a,2023-11-22,768575,467132,702282,37eacc088d64819366b6403fafe68221c27d1bc9af6af811cd09098994c0a982,4fb13540da4c12e7b2562cf2cb11472be3a6e4c67fabdd88b6f9a27d59e05057,InterCity Courier,Online Shop,Parma,2023-05-30,295.05,Lot-191,0,0,2018-02-08,Heavy,No Disruption,Clear,0,0.26409495548961426,0.25129533678756477,0.26409495548961426,0.26409495548961426,Rischio Basso
50955873-3c04-4a87-9919-fb44e1240483,2023-05-08,305663,700114,632984,e42d7c5ef96e67b876b4a2d4a2d78680d0c6ca8daf0d8e7315ff14bc109a8a34,bb8f0ad9c31d34a2155af16f1cad6423b938b56e0e0cab321ac583f78b8395ea,RapidWay Trans,Negozio di Roma,Venezia,2022-10-01,241.28,Lot-124,1,0,2018-02-09,Heavy,No Disruption,Clear,0,0.2560386473429952,0.27647058823529413,0.27647058823529413,0.27647058823529413,Rischio Basso
6feb4d98-d2ba-4897-9c3a-3ce532091955,2023-10-10,797062,686646,381173,70cdea42a85ed1aaed9fb5292702872f4d0dc9d72b3cfbe2cc6c3eec6add53b9,6382081c2779c143cf2f00ef101eedf423cbc5ca4c81bb7eae8916c98de36464,Euro Transport,Online Shop,Padova,2023-06-12,246.57,Lot-195,1,0,2018-02-10,Light,No Disruption,Foggy,0,0.24645892351274787,0.25129533678756477,0.25129533678756477,0.25129533678756477,Rischio Basso
568b304f-3aa2-486b-b809-401ab79ad2f9,2023-12-06,188377,625807,625672,de579af8a7acca309b24da0cb94433a2121ad2b42ac0e9a4532066adce13c66d,fbcbd242941daf86fe64c6ea03d42bb02b76522963f08e2414aaac3ca0239a22,Quick Ship,Direct Sale,Venezia,2023-02-03,202.78,Lot-139,0,0,2018-02-11,Light,No Disruption,Clear,0,0.3342776203966006,0.012096774193548387,0.3342776203966006,0.3342776203966006,Rischio Medio
98b4dda9-16cf-4ce3-987e-be590a9a7c19,2023-08-18,822267,844143,510111,c1afc23ccc86f40d7eb826ec6df5d8ec21c98eb08e934856767db9f8a31d4a72,9180bb0057c48e2db7e0e3b3f60991a2931e794354c53a0a93ef1659268930d1,Quick Ship,eBay,Parma,2023-05-15,330.73,Lot-158,2,0,2018-02-12,Heavy,Natural Disaster,Clear,0,0.3342776203966006,0.2409972299168975,0.3342776203966006,0.3342776203966006,Rischio Medio
1fe536a8-7a8d-4eb8-ba24-2209d0410e09,2023-02-14,836547,554106,812718,1509de908e5115eb510ce18201cb40a0e9e9c24ea794991bf14f59c7e8042581,003eb68dde2305972ccd3d97e3dfc184c38dac1ed8e73c78b21e34f5c67ab954,InterCity Courier,Boutique Milano,Palermo,2024-03-26,308.72,Lot-134,0,0,2018-02-13,Normal,Natural Disaster,Rainy,0,0.26409495548961426,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
6ebc91e4-1433-4885-9391-f2c3464b817f,2023-01-28,156763,277060,610678,2ce48a655487f2ffb3ecdd3a033725fe5e43a5b3cdca9d7c01ec0a416c6c1e07,ba62398bb12b3fb80a2f27e1264de4d66a58d651ec7ef05683683d71cf60464c,National Cargo,Online Shop,Napoli,2022-07-17,315.56,Lot-156,0,0,2018-02-14,Normal,No Disruption,Clear,0,0.26558265582655827,0.25129533678756477,0.26558265582655827,0.26558265582655827,Rischio Basso
f132f7a9-28f3-4975-b10f-747033f216ef,2023-03-13,111001,43003,368082,e83348f9f1298029a376bdb9e089e015b338f6ca37230f1719c05ec058ae045d,3e4a9fba42a4d1ae7e56eb8d0560715477954ae637b481a440bdefc9b1c4778b,Logistica Italia,eBay,Napoli,2023-07-21,249.06,Lot-179,1,0,2018-02-15,Normal,Natural Disaster,Clear,0,0.24479166666666666,0.2409972299168975,0.24479166666666666,0.24479166666666666,Rischio Basso
84a1bef3-e289-4dba-b21e-a5476e70b71a,2023-07-03,456876,869937,945526,04bc97c004003f8e0a1ead7a3bd35fd2028af2df78bc072d76b6ca103a792e61,4526991a31854ab31745028afb75e491dfae246695d52e7c4ab6ca20db261827,RapidWay Trans,Direct Sale,Padova,2024-04-17,310.92,Lot-112,0,0,2018-02-16,Normal,Technical Failure,Snowy,0,0.2560386473429952,0.012096774193548387,0.2560386473429952,0.2560386473429952,Rischio Basso
bcd62f45-e605-4e9f-8258-dfb0b0ac9bc5,2023-09-10,416672,70862,179151,ca79dd7cb87089b95a2a886558beec9a891bff7a3433ebcab3b63074aee5dd11,320cb10e97221111386bb505d9305bd646bdf4e42347a7a35eed6ac3b8d14196,Global Move,Boutique Milano,Parma,2022-11-06,215.82,Lot-113,0,0,2018-02-17,Light,Strike,Clear,0,0.2402088772845953,0.4585152838427948,0.4585152838427948,1.0,Rischio Molto Alto
c02bcdbc-9292-4d7a-9214-e5cb3ca26da5,2023-01-28,224924,704945,882814,9ade89047665696b56aa745da2162b05cde1c293e02e55b6faea619f0c4c5e32,aba9ab10ad3af47a1889ffb1f32222815f245c2278d1308f4388d59ad2e966e8,Euro Transport,Amazon Italia,Milano,2022-08-25,366.12,Lot-185,0,0,2018-02-18,Heavy,No Disruption,Snowy,0,0.24645892351274787,0.24875621890547264,0.24875621890547264,0.24875621890547264,Rischio Basso
c428406f-b32a-45ab-b9df-96f94551686a,2023-10-24,24771,823395,230474,2e3f1b20a2d5ba83bffb48e52dbfe2ee3999ad39a909fab757ed3d015290b539,d03b8ffc0b775ce21fcc7ed36f38edab746ff3dfbed4fe3cb5260c7eae5aaad2,RapidWay Trans,Online Shop,Firenze,2023-11-25,245.65,Lot-109,1,0,2018-02-19,Normal,No Disruption,Clear,0,0.2560386473429952,0.25129533678756477,0.2560386473429952,0.2560386473429952,Rischio Basso
44269b61-cf4a-493a-8c9e-afcfa3327109,2023-12-05,351582,758569,371830,9ac75be9e3ad2fc18f8bfe4414704b86c973eb94842e8c6804001c1d1d7ef0bc,d3771812b4320fe66b6662f124638fc5f36068f151fca0fd1b33f838cd59541d,Euro Transport,Direct Sale,Genova,2022-12-18,280.36,Lot-103,0,0,2018-02-20,Normal,No Disruption,Rainy,0,0.24645892351274787,0.012096774193548387,0.24645892351274787,0.24645892351274787,Rischio Basso
52d629df-25d9-4dae-bc2e-05e10b01f745,2023-10-16,937814,16153,753845,c864a038f982fffdeb360a34dd807ff54455f1c077b3025e63a0d32aa78e0763,466eae56998f9a2395d0cc26cde487be4048dc6a65de3ce513a399ea7f7d6c3d,RapidWay Trans,Amazon Italia,Torino,2022-12-11,277.33,Lot-149,1,0,2018-02-21,Normal,No Disruption,Foggy,0,0.2560386473429952,0.24875621890547264,0.2560386473429952,0.2560386473429952,Rischio Basso
1f9c8272-a25a-422b-8d35-e0498097961c,2023-04-01,384052,794648,710975,5e219a540177494de33b49d3ab960c3628ae0550f38f9a102760a212ad2f71a8,d881253a00ce88fd7d7493820c7b9f2a232a931e2be3c0c581a74391aba9f6be,National Cargo,Direct Sale,Padova,2023-01-10,254.67,Lot-169,0,0,2018-02-22,Light,No Disruption,Clear,0,0.26558265582655827,0.012096774193548387,0.26558265582655827,0.26558265582655827,Rischio Basso
b70f014e-e0fb-4098-8f8c-67bfc983296e,2023-06-11,746988,836194,127740,df25767612c3381f40e2c5f31697d9d1cee35c498b997851d0c56f8c8737746a,86d5e3572e8728c13b4b44dddb09e4f820adb938010eccb0c79ac2cfff462c39,Quick Ship,Mall Outlet,Firenze,2023-11-05,199.81,Lot-181,0,0,2018-02-23,Normal,Technical Failure,Rainy,0,0.3342776203966006,0.2647058823529412,0.3342776203966006,0.3342776203966006,Rischio Medio
9c993835-1e0a-46fa-aea3-a913b0d3b763,2023-05-03,798709,106493,478993,539f4accffea21694be92616e68362406a406ec2471d2d46eed1fc023e974a00,029350386796abc7e32937d7720fb2d522b63e051d754bcb4e9f37a48df008c5,InterCity Courier,Mall Outlet,Napoli,2023-07-07,232.75,Lot-187,0,0,2018-02-24,Heavy,No Disruption,Clear,0,0.26409495548961426,0.2647058823529412,0.2647058823529412,0.2647058823529412,Rischio Basso
a08bef71-ef04-4cb6-94cd-0ff332ee8d92,2023-02-17,105799,906536,459248,02ff6fbfa693d91fd09955f18c027b7ef316a44984d914b24b8bfefb324c9af5,aa45fef47f4a5200f649ad1e650fdd3d3b4614893edc19648a27d58515a2daed,RapidWay Trans,Mall Outlet,Genova,2022-10-23,204.33,Lot-182,0,0,2018-02-25,Heavy,No Disruption,Foggy,0,0.2560386473429952,0.2647058823529412,0.2647058823529412,0.2647058823529412,Rischio Basso
21cc85cd-eae1-4dfb-ab4b-30aeaac03d39,2023-01-05,488903,138920,496283,bf9338ce0e8ced8546f6a236cd0c7eab4de73cd805c03725ba91cff43fbaea45,35a60a04e991448dcd57574503a592271f5b97929251c0ee8d05e4ebeedb6e30,Logistica Italia,Local Market,Napoli,2023-07-24,225.91,Lot-101,1,0,2018-02-26,Normal,No Disruption,Rainy,0,0.24479166666666666,0.2603092783505155,0.2603092783505155,0.2603092783505155,Rischio Basso
